priority,gap_score,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,missing_blockers,estimated_fields_to_replace,missing_helpful_fields,health_context,recommended_evidence,next_action,data_source_url
high,100,Trendline,Trendline Cat Sterilized Chicken 15kg,cat,dry,,needs_review,retailer,trendline-cat-sterilized-chicken-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19501-trendline-cat-sterilized-chicken-15kg.html
high,96,Barking Heads,Barking Heads All Hounder Puppy Days Turkey 6kg,dog,dry,puppy,needs_review,retailer,barking-heads-all-hounder-puppy-days-turkey-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/26053-barking-heads-all-hounder-puppy-days-turkey-6kg.html
high,96,Equilibrio,Equilbrio Kitten 7.5kg,cat,dry,kitten,needs_review,retailer,equilibrio-equilbrio-kitten-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,kitten,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/10294-equilbrio-kitten-75kg.html
high,96,Gemon,Gemon Dog Puppy & Junior Chicken & Rice 20kg,dog,dry,puppy,needs_review,retailer,gemon-dog-puppy-and-junior-chicken-and-rice-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/27194-gemon-dog-puppy-junior-chicken-rice-20kg.html
high,96,GranataPet,GranataPet DeliCatessen Kitten Poultry 300gr,cat,dry,kitten,needs_review,retailer,granatapet-delicatessen-kitten-poultry-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,kitten,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19362-granatapet-delicatessen-kitten-poultry-300gr.html
high,96,Harper & Bone,Harper & Bone Senior Light Flavours Farm 12kg,dog,dry,senior,needs_review,retailer,harper-and-bone-senior-light-flavours-farm-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,weight_control|senior,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/22866-harper-bone-senior-light-flavours-farm-12kg.html
high,96,Pedigree,Pedigree Junior Πουλερικά & Λαχανικά 2kg,dog,dry,puppy,needs_review,retailer,pedigree-junior-πουλερικα-and-λαχανικα-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25487-pedigree-junior-poulerika-laxanika-2kg.html
high,96,Pedigree,Pedigree Junior Mini Πουλερικά & Λαχανικά 500gr,dog,dry,puppy,needs_review,retailer,pedigree-junior-mini-πουλερικα-and-λαχανικα-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25485-pedigree-junior-mini-poulerika-laxanika-500gr.html
high,96,Purina Pro Plan,Purina Pro Plan Veterinary Diets Small Dog EN Gastrointestinal 1.5kg,dog,dry,,needs_review,retailer,purina-pro-plan-veterinary-diets-small-dog-en-gastrointestinal-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29940-purina-pro-plan-veterinary-diets-small-dog-en-gastrointestinal-15kg.html
high,96,Royal Canin,Royal Canin Vet Diet Dog GastroIntestinal High Fibre 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-gastrointestinal-high-fibre-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22250-royal-canin-vet-diet-dog-gastrointestinal-high-fibre-2kg.html
high,96,Royal Canin,Royal Canin Vet Diet Small Dog Skin Care 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-small-dog-skin-care-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22247-royal-canin-vet-diet-small-dog-skin-care-2kg.html
high,92,Ambrosia,Ambrosia Mediterranean Grain Free Senior Light & Sterilised Fresh Turkey 5kg,dog,dry,senior,needs_review,retailer,ambrosia-mediterranean-grain-free-senior-light-and-sterilised-fresh-turkey-dog-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,weight_control|senior,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25315-ambrosia-mediterranean-grain-free-senior-light-sterilised-fresh-turkey-5kg.html
high,92,Barking Heads,Barking Heads Little Paws Bowl Lickin' Chicken - Small Breed 6kg,dog,dry,,needs_review,retailer,barking-heads-little-paws-bowl-lickin-chicken-small-breed-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/26054-barking-heads-little-paws-bowl-lickin-chicken-small-breed-6kg.html
high,92,Belcando,Belcando Adult Iberico & Rice 12.5kg,dog,dry,adult,needs_review,retailer,belcando-adult-iberico-and-rice-dog-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,renal,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/11235-belcando-adult-iberico-rice-125kg.html
high,92,Belcando,Belcando Senior Finest Grain Free Poultry 4kg,dog,dry,senior,needs_review,retailer,belcando-senior-finest-grain-free-poultry-dog-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/11274-belcando-senior-finest-grain-free-poultry-4kg.html
high,92,Belcando,Belcando Senior Sensitive 4kg,dog,dry,senior,needs_review,retailer,belcando-senior-sensitive-dog-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/11257-belcando-senior-sensitive-4kg.html
high,92,Brekkies,Brekkies Cat Adult Complet 15kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-complet-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/13427-brekkies-cat-adult-complet-15kg.html
high,92,Brekkies,Brekkies Cat Adult Mix Beef 15kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-mix-beef-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/13424-brekkies-cat-adult-mix-beef-15kg.html
high,92,Brekkies,Brekkies Cat Adult Mix Fish 15kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-mix-fish-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/13426-brekkies-cat-adult-mix-fish-15kg.html
high,92,Dr. Clauder,Dr Clauder's Best Choice Junior Sensitive Lamb & Rice 350gr,dog,dry,puppy,needs_review,retailer,dr-clauder-dr-clauder-s-best-choice-junior-sensitive-lamb-and-rice-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28786-dr-clauder-s-best-choice-junior-sensitive-lamb-rice-350gr.html
high,92,Friskies,Friskies Active Βοδινό 9kg,dog,dry,,needs_review,retailer,friskies-active-βοδινο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/15519-friskies-active-vodino-9kg.html
high,92,Friskies,Friskies Balance Κοτόπουλο & Λαχανικά 1.5kg,dog,dry,,needs_review,retailer,friskies-balance-κοτοπουλο-and-λαχανικα-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10470-friskies-balance-kotopoulo-laxanika-15kg.html
high,92,Friskies,Friskies Mini Menu Βοδινό 1.5kg,dog,dry,,needs_review,retailer,friskies-mini-menu-βοδινο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10480-friskies-mini-menu-vodino-15kg.html
high,92,Friskies,Friskies Mini Menu Κοτόπουλο & Λαχανικά 1.5kg,dog,dry,,needs_review,retailer,friskies-mini-menu-κοτοπουλο-and-λαχανικα-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10479-friskies-mini-menu-kotopoulo-laxanika-15kg.html
high,92,Josera,Josera Help Cat Urinary 10kg,cat,dry,,needs_review,retailer,josera-help-cat-urinary-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,urinary,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21397-josera-help-cat-urinary-10kg.html
high,92,Kudo,Kudo Turkey & Duck Senior/Light All Breeds 12kg,dog,dry,senior,needs_review,retailer,kudo-turkey-and-duck-senior-light-all-breeds-dog-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control|senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/20413-kudo-turkey-duck-senior-light-all-breeds-12kg.html
high,92,Leonardo,Leonardo Adult Fresh Beef Grain Free 1.5kg,cat,dry,adult,needs_review,retailer,leonardo-adult-fresh-beef-grain-free-cat-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,renal,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19235-leonardo-adult-fresh-beef-grain-free-15kg.html
high,92,Meowing Heads,Meowing Heads Paw Lickin Chicken 4kg,cat,dry,,needs_review,retailer,meowing-heads-paw-lickin-chicken-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/7812-meowing-heads-paw-lickin-chicken-4kg.html
high,92,Naturea,Naturea Ethos Regional Free Range Chicken Senior 1.6kg,dog,dry,senior,needs_review,retailer,naturea-ethos-regional-free-range-chicken-senior-dog-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25471-naturea-ethos-regional-free-range-chicken-senior-16kg.html
high,92,Royal Canin,Royal Canin Jack Russell Terrier Adult 3kg,dog,dry,adult,needs_review,retailer,royal-canin-jack-russell-terrier-adult-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/4684-royal-canin-jack-russell-terrier-adult-3kg.html
high,92,Royal Canin,Royal Canin Vet Diet Dog GastroIntestinal Low Fat 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-gastrointestinal-low-fat-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega6_percent|epa_percent|dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22257-royal-canin-vet-diet-dog-gastrointestinal-low-fat-15kg.html
